Apple_OneScanner	[20160601,20160602,20160603,20160604,20160605]	[3,3,11,4,3]	24	12
Ragged_Appleshaw	[20160601,20160602,20160604,20160605]	[1,3,17,3]	24	16
Lost_Songs_(The_Appleseed_Cast_album)	[20160601,20160602,20160603,20160604,20160605]	[4,4,1,6,9]	24	8
Big_Apple_(disambiguation)	[20160601,20160602,20160603,20160604,20160605]	[3,6,2,6,7]	24	6
Appleby_railway_station_(Cumbria)	[20160601,20160602,20160603,20160604,20160605]	[7,7,3,1,6]	24	-4
Applewood,_Swords	[20160601,20160602,20160603,20160604,20160605]	[6,2,10,4,2]	24	8
Appleseed_EX_Machina	[20160601,20160602,20160603,20160604,20160605]	[4,3,7,6,4]	24	10
Apple_Tavern	[20160601,20160602,20160603,20160604,20160605]	[3,4,12,1,4]	24	10
Applegarth	[20160601,20160602,20160603,20160604,20160605]	[5,7,7,2,3]	24	0
Appleton-with-Eaton	[20160601,20160602,20160603,20160604,20160605]	[5,2,13,3,1]	24	10
Cyril_Appleton	[20160601,20160602,20160603,20160604,20160605]	[5,2,2,11,4]	24	10
Prâslea_the_Brave_and_the_Golden_Apples	[20160601,20160602,20160603,20160604,20160605]	[7,4,3,5,5]	24	2
Kienapple_v_R	[20160601,20160602,20160603,20160605]	[7,8,2,7]	24	-6
Little_Thornapple_River_(Eaton_County)	[20160601,20160602,20160603,20160604,20160605]	[4,1,7,2,10]	24	14
Johann_Appler	[20160601,20160603,20160604,20160605]	[6,4,6,8]	24	12
Apple_iAd_Producer	[20160601,20160602,20160603,20160604,20160605]	[3,9,4,3,5]	24	0
Apple_Music_Radio	[20160601,20160602,20160603,20160604,20160605]	[4,8,5,2,5]	24	0
Appledore,_Torridge,_Devon	[20160601,20160602,20160603,20160604,20160605]	[7,4,2,4,7]	24	2
Blue_Meanies_(Apple_Computer)	[20160601,20160602,20160603,20160604,20160605]	[3,2,10,5,4]	24	14
Brian_Chapple	[20160601,20160602,20160603,20160604,20160605]	[1,4,10,4,5]	24	14
Apple_IMC	[20160601,20160602,20160603,20160604,20160605]	[5,3,13,2,1]	24	8
Xbox_music_coming_for_apple_android_devices	[20160602]	[24]	24	-24
White_Apples	[20160601,20160602,20160603,20160604,20160605]	[8,3,4,3,5]	23	1
Mark_Applegarth	[20160601,20160602,20160603,20160604,20160605]	[4,3,4,1,11]	23	9
Taste_of_Apples	[20160601,20160602,20160603,20160604,20160605]	[6,4,1,4,8]	23	3
Pineapple_Press	[20160601,20160602,20160603,20160604,20160605]	[10,5,4,2,2]	23	-7
RAF_Appledram	[20160601,20160602,20160603,20160604,20160605]	[7,2,2,5,7]	23	5
Pippin_apple	[20160601,20160602,20160603,20160604,20160605]	[7,2,6,3,5]	23	5
Pineapple_Festival	[20160601,20160602,20160603,20160604,20160605]	[4,4,12,1,2]	23	7
The_Apple_and_the_Arrow	[20160601,20160602,20160603,20160604,20160605]	[4,6,5,5,3]	23	3
Edward_Applewhaite	[20160601,20160602,20160603,20160604,20160605]	[3,4,1,12,3]	23	9
E._T._S._Appleyard	[20160601,20160602,20160603,20160604,20160605]	[2,5,2,9,5]	23	9
Apple_Creek,_Wisconsin	[20160601,20160602,20160603,20160604,20160605]	[3,4,9,2,5]	23	9
Appledore_Lifeboat_Station	[20160601,20160602,20160603,20160604,20160605]	[2,2,9,2,8]	23	15
Apple_River,_Wisconsin	[20160601,20160602,20160603,20160604,20160605]	[2,4,11,3,3]	23	11
AppleEvent_Object_Model	[20160601,20160602,20160603,20160604,20160605]	[3,2,9,2,7]	23	13
Appleford_School	[20160601,20160602,20160603,20160604,20160605]	[4,5,7,4,3]	23	5
Applewold,_Pennsylvania	[20160601,20160602,20160603,20160604,20160605]	[5,2,11,2,3]	23	9
AppleTree	[20160601,20160602,20160603,20160604,20160605]	[2,4,10,5,2]	23	11
Apple_mosaic_virus	[20160601,20160602,20160603,20160604,20160605]	[5,2,10,5,1]	23	9
Applecrest_Farm_Orchards	[20160601,20160602,20160603,20160604,20160605]	[4,6,9,2,2]	23	3
Big_Apple_Rappin':_The_Early_Days_of_Hip-Hop_Culture_in_New_York_City_1979–1982	[20160601,20160602,20160603,20160604,20160605]	[1,3,10,4,5]	23	15
Apple_Computer_Inc_v_Mackintosh_Computers_Ltd	[20160601,20160602,20160603,20160604,20160605]	[3,5,7,5,3]	23	7
Kei_apple	[20160601,20160602,20160603,20160604,20160605]	[6,6,4,5,2]	23	-1
Clarence_Applegran	[20160601,20160602,20160603,20160604,20160605]	[4,2,4,11,2]	23	11
Like_Dreamers_Do_(Applejacks_song)	[20160601,20160602,20160603,20160604]	[6,5,6,6]	23	1
Apple_Guide	[20160601,20160602,20160603,20160604,20160605]	[6,3,9,4,1]	23	5
Appleby-Frodingham_Steel_Company	[20160601,20160602,20160603,20160604,20160605]	[7,2,7,2,5]	23	5
Apple_Scribe_Printer	[20160601,20160602,20160603,20160604,20160605]	[8,4,4,4,3]	23	-1
Bill_Appleyard	[20160601,20160602,20160603,20160604,20160605]	[6,2,7,7,1]	23	7
Apple_Airport_Express	[20160601,20160602,20160603,20160604,20160605]	[6,8,3,3,3]	23	-5
Appleton_Wire_Works	[20160601,20160602,20160603,20160604,20160605]	[5,4,8,2,4]	23	5
Applebay_Zia	[20160601,20160602,20160603,20160604,20160605]	[3,2,10,7,1]	23	13
A_Christmas_Story_-_An_Axe,_An_Apple_and_a_Buckskin_Jacket	[20160601,20160602,20160603,20160604,20160605]	[3,3,10,5,2]	23	11
Apple_BASIC	[20160601,20160602,20160603,20160604,20160605]	[5,5,4,5,4]	23	3
Apple_brandy	[20160601,20160602,20160603,20160604,20160605]	[6,7,3,2,5]	23	-3
3_Apples_Fell_from_the_Sky	[20160601,20160602,20160603,20160604,20160605]	[1,4,12,2,4]	23	13
Apple_LaserWriter	[20160601,20160602,20160603,20160604,20160605]	[3,6,3,7,4]	23	5
Bitter_Apples	[20160601,20160602,20160603,20160604,20160605]	[4,2,9,6,2]	23	11
Henry_of_Appleford	[20160601,20160602,20160603,20160604,20160605]	[2,1,4,13,3]	23	17
List_of_music_used_by_Apple_Inc.	[20160601,20160602,20160603,20160604,20160605]	[4,10,1,4,4]	23	-5
Lesbian_&_Gay_Big_Apple_Corps	[20160601,20160602,20160603,20160604,20160605]	[4,1,3,1,13]	22	12
Monkey_apple	[20160601,20160602,20160603,20160604,20160605]	[6,7,3,2,4]	22	-4
Sorb_apple	[20160601,20160602,20160603,20160604,20160605]	[10,2,4,3,3]	22	-2
Silver_apples	[20160601,20160602,20160603,20160604,20160605]	[3,7,5,2,5]	22	2
Richard_Appleby	[20160601,20160602,20160603,20160604,20160605]	[9,1,5,4,3]	22	2
Melon_(apple)	[20160601,20160602,20160603,20160605]	[4,3,10,5]	22	8
SweeTango_(apple)	[20160601,20160602,20160603,20160604,20160605]	[7,5,4,2,4]	22	-2
The_Pineapple,_Kentish_Town	[20160601,20160602,20160603,20160604,20160605]	[5,3,7,3,4]	22	6
Apple_File_Exchange	[20160601,20160602,20160603,20160604,20160605]	[1,2,10,5,4]	22	16
AppleSearch	[20160601,20160602,20160603,20160604,20160605]	[5,3,10,1,3]	22	6
AppleWorks_User_Group	[20160601,20160602,20160603,20160604,20160605]	[2,1,12,6,1]	22	16
Applepi10	[20160601,20160602,20160604,20160605]	[7,13,1,1]	22	-18
Applethwaite	[20160601,20160602,20160603,20160604]	[7,1,10,4]	22	6
Apple_lossless	[20160601,20160602,20160603,20160604,20160605]	[4,7,4,4,3]	22	0
Apple_Open_gsa-online.de	[20160603,20160604,20160605]	[1,13,8]	22	22
Alexander_Appleford	[20160601,20160602,20160603,20160604,20160605]	[2,2,9,7,2]	22	14
Apples_in_Stereo	[20160601,20160602,20160603,20160604,20160605]	[3,1,6,7,5]	22	14
Appleton_School	[20160601,20160602,20160603,20160604]	[4,4,10,4]	22	6
Apple_Express	[20160601,20160602,20160603,20160604,20160605]	[8,6,3,2,3]	22	-6
Bière–Apples–Morges_railway	[20160601,20160602,20160603,20160604,20160605]	[5,2,9,5,1]	22	8
Applepi10/sandbox	[20160601,20160602,20160603]	[14,7,1]	22	-20
Appleby_by-election,_1915	[20160601,20160602,20160603,20160604,20160605]	[3,2,9,5,3]	22	12
Edwin_Nelson_Appleton	[20160601,20160602,20160603,20160604,20160605]	[4,6,1,10,1]	22	2
Operation_Grapple_(Yugoslavia)	[20160601,20160602,20160603,20160604,20160605]	[8,4,3,4,3]	22	-2
Cedar-apple_rust	[20160601,20160602,20160604,20160605]	[8,7,6,1]	22	-8
St._Mary's_Parish_(Appleton,_Wisconsin)	[20160601,20160602,20160603,20160604,20160605]	[4,8,4,3,3]	22	-2
Toffee_Apple_(album)	[20160601,20160602,20160603,20160604,20160605]	[7,7,3,1,4]	22	-6
The_Golden_Apples	[20160601,20160602,20160603,20160604,20160605]	[7,4,2,3,6]	22	0
James_Applewhite	[20160601,20160602,20160603,20160604,20160605]	[4,3,3,2,10]	22	8
Heather_Elizabeth_Apple	[20160601,20160602,20160603,20160604]	[3,1,9,9]	22	14
HMS_Grappler_(1856)	[20160601,20160602,20160603,20160604,20160605]	[4,4,4,7,3]	22	6
Grapple_Y	[20160601,20160602,20160603,20160604,20160605]	[8,4,3,4,3]	22	-2
Mary_Jeanne_van_Appledorn	[20160601,20160602,20160603,20160604,20160605]	[5,4,3,1,9]	22	4
Francis_Appleyard	[20160602,20160603,20160604,20160605]	[4,5,10,3]	22	14
Grapple_(network_layer)	[20160601,20160602,20160603,20160604,20160605]	[3,1,2,11,5]	22	14
Geoff_Chapple_(writer)	[20160601,20160602,20160603,20160604,20160605]	[2,1,4,12,3]	22	16
John_Applegate	[20160601,20160602,20160603,20160605]	[2,10,3,7]	22	-2
Chapples_Park	[20160601,20160602,20160603,20160604,20160605]	[3,5,8,4,2]	22	6
Bruce_Appleyard	[20160601,20160602,20160603,20160604,20160605]	[5,3,9,4,1]	22	6
Elizabeth_Appleton	[20160601,20160602,20160603,20160604,20160605]	[7,2,3,8,2]	22	4
Appleton's_Pulpit	[20160601,20160602,20160603,20160604,20160605]	[4,3,10,4,1]	22	8
Apple_MacBook_Pro	[20160601,20160602,20160603,20160604,20160605]	[7,7,2,4,2]	22	-6
Applethorpe_Farm	[20160601,20160602,20160603,20160604,20160605]	[3,7,6,3,3]	22	2
Appleton_Foxes	[20160601,20160602,20160603,20160604,20160605]	[7,3,4,5,3]	22	2
Appleton_Papermakers	[20160601,20160602,20160603,20160604,20160605]	[4,3,8,4,3]	22	8
222_Building_(Appleton)	[20160601,20160602,20160603,20160604,20160605]	[4,1,11,3,3]	22	12
Apple_campus	[20160601,20160602,20160603,20160604,20160605]	[3,4,4,6,5]	22	8
Bad_Apple	[20160601,20160602,20160603,20160604,20160605]	[4,4,2,8,3]	21	5
Applewild_School	[20160601,20160602,20160603,20160604,20160605]	[5,2,10,1,3]	21	7
Appleby_in_Westmorland	[20160601,20160602,20160603,20160604,20160605]	[2,7,5,4,3]	21	3
Apple_News	[20160601,20160602,20160603,20160604,20160605]	[5,4,3,4,5]	21	3
Apple_Grove,_Kentucky	[20160601,20160602,20160603,20160604,20160605]	[1,5,11,3,1]	21	9
Appleton_Log_Hall	[20160601,20160603,20160604,20160605]	[3,9,6,3]	21	15
Apple_Pope	[20160601,20160602,20160603,20160604,20160605]	[2,3,10,2,4]	21	11
Appleton_Locks_1-3_Historic_District	[20160601,20160602,20160603,20160604,20160605]	[1,2,8,6,4]	21	15
Apple_Darwin	[20160601,20160602,20160603,20160604,20160605]	[2,4,3,5,7]	21	9
The_Story_of_Appleby_Capple	[20160601,20160602,20160603,20160604,20160605]	[6,5,4,4,2]	21	-1
Your_Wilderness_(The_Pineapple_Thief_album)	[20160601,20160602,20160603,20160604,20160605]	[8,2,6,3,2]	21	1
List_of_music_used_by_Apple_Inc	[20160601,20160602,20160603,20160604,20160605]	[5,3,2,5,6]	21	5
Lloyd_Appleton	[20160601,20160602,20160603,20160604,20160605]	[5,2,5,1,8]	21	7
Nun_Appleton_Priory	[20160601,20160602,20160603,20160604,20160605]	[13,1,1,3,3]	21	-7
Castilleja_applegatei	[20160601,20160602,20160603,20160604,20160605]	[6,3,7,3,2]	21	3
Caramel_apples	[20160601,20160602,20160603,20160604,20160605]	[3,3,6,3,6]	21	9
Chapple_Norton	[20160601,20160602,20160603,20160604,20160605]	[1,5,7,4,4]	21	9
Edward_Applebaum	[20160601,20160602,20160603,20160604,20160605]	[5,4,2,9,1]	21	3
The_Pineapples_from_the_Dawn_of_Time	[20160601,20160602,20160603,20160604,20160605]	[5,2,3,7,4]	21	7
Better_Known_as_Johnny_Appleseed	[20160601,20160602,20160603,20160604]	[1,4,11,5]	21	11
Apple_II_processor_cards	[20160601,20160602,20160603,20160604,20160605]	[5,4,3,6,3]	21	3
Appleby,_South_Dakota	[20160601,20160602,20160603,20160604,20160605]	[5,2,10,2,2]	21	7
Shannon_Applegate	[20160601,20160602,20160603,20160604,20160605]	[5,3,6,3,4]	21	5
Amy_Applebaum	[20160601,20160602,20160603,20160604,20160605]	[2,2,6,6,5]	21	13
Bianca_Kappler	[20160601,20160602,20160603,20160604,20160605]	[2,2,10,3,4]	21	13
Apple_pie_shooter	[20160601,20160602,20160603,20160604,20160605]	[4,2,9,3,3]	21	9
Bicolored_apple	[20160601,20160602,20160603,20160604,20160605]	[3,2,9,3,4]	21	11
Appleton_Medal_and_Prize	[20160601,20160602,20160603,20160604,20160605]	[3,3,10,4,1]	21	9
Apple_Computer,_Inc	[20160601,20160602,20160603,20160604,20160605]	[2,4,6,5,4]	21	9
Apple_chlorotic_leafspot_virus	[20160601,20160602,20160603,20160604,20160605]	[6,2,7,2,4]	21	5
Cooking_apples	[20160601,20160602,20160603,20160604,20160605]	[5,6,3,2,5]	21	-1
Fred_Appleyard_(footballer)	[20160601,20160602,20160603,20160604,20160605]	[1,2,4,11,3]	21	15
HMS_Appledore_(1919)	[20160601,20160602,20160603,20160604,20160605]	[6,2,2,8,3]	21	5
Green_Apple	[20160601,20160602,20160603,20160604,20160605]	[6,3,3,5,4]	21	3
History_of_Apple_Computer	[20160601,20160602,20160603,20160604,20160605]	[4,5,4,4,4]	21	3
John_B._Chapple	[20160601,20160602,20160603,20160604,20160605]	[6,1,3,2,9]	21	7
List_of_Apple_Computer_CEOs	[20160601,20160602,20160603,20160604,20160605]	[5,3,4,7,2]	21	5
Honeygold_(apple)	[20160601,20160602,20160603,20160604,20160605]	[3,4,9,2,3]	21	7
Jill_Trappler	[20160601,20160602,20160603,20160604,20160605]	[5,2,3,1,10]	21	7
K.A._Applegate	[20160601,20160602,20160604,20160605]	[8,7,2,4]	21	-9
Hawaiian_Pineapple_Company	[20160601,20160602,20160603,20160604,20160605]	[7,4,3,3,4]	21	-1
The_Applejacks_(US_band)	[20160601,20160602,20160603,20160604,20160605]	[4,1,3,12,1]	21	11
Stephen_Burpee_Appleby	[20160601,20160602,20160603,20160604,20160605]	[7,5,3,2,3]	20	-4
Volkswagen_reports_profit_drop_as_it_grapples_with_emissions_scandal	[20160601,20160603,20160604,20160605]	[1,5,4,10]	20	18
Reco_Chapple	[20160601,20160602,20160603,20160604,20160605]	[5,7,4,3,1]	20	-4
Michael_Appleby_(politician)	[20160601,20160602,20160603,20160604,20160605]	[6,2,4,3,5]	20	4
Matthew_Applewhite	[20160601,20160602,20160603,20160604,20160605]	[6,5,2,6,1]	20	-2
Apple_rumors_community	[20160601,20160602,20160603,20160604,20160605]	[1,4,2,5,8]	20	10
Apple_Valley,_Ohio	[20160601,20160602,20160603,20160604,20160605]	[1,2,8,5,4]	20	14
Apple_Graceffa	[20160601,20160602,20160603,20160604,20160605]	[5,2,7,4,2]	20	6
Apple_Confidential	[20160601,20160602,20160603,20160604,20160605]	[2,4,9,3,2]	20	8
George_S._H._Appleget	[20160601,20160602,20160603,20160604,20160605]	[1,4,3,9,3]	20	10
Isaac_Applewhite_House	[20160601,20160603,20160604,20160605]	[4,1,3,12]	20	12
Mapplewell_Primary_School	[20160601,20160602,20160603,20160604,20160605]	[5,7,1,1,6]	20	-4
Little_Applegate_River	[20160601,20160602,20160603,20160604,20160605]	[1,2,1,5,11]	20	14
Apple_Inc.w/index.php	[20160603]	[20]	20	20
Apple_Store_(disambiguation)	[20160601,20160602,20160603,20160604,20160605]	[4,4,5,4,3]	20	4
Appleton,_Washington	[20160601,20160602,20160603,20160604,20160605]	[1,3,11,3,2]	20	12
Appleby_Matthews	[20160601,20160602,20160603,20160604,20160605]	[3,3,9,2,3]	20	8
Ben_Appleby	[20160602,20160603,20160604,20160605]	[5,9,4,2]	20	10
Apple_a6	[20160601,20160603,20160605]	[2,9,9]	20	16
Apple_a8	[20160601,20160603,20160605]	[2,9,9]	20	16
AppleLink_Package	[20160601,20160602,20160603,20160604,20160605]	[1,4,10,2,3]	20	10
Appleton-Oshkosh-Neenah,_WI_Combined_Statistical_Area	[20160601,20160602,20160603,20160604,20160605]	[5,5,1,5,4]	20	0
Apple_River,_Nova_Scotia	[20160601,20160602,20160603,20160604,20160605]	[2,4,12,1,1]	20	8
American_Mayapple	[20160601,20160602,20160603,20160604,20160605]	[6,4,2,2,6]	20	0
Appleton_Medical_Center	[20160601,20160602,20160603,20160604,20160605]	[4,2,8,3,3]	20	8
Apple_Performa_Plus_Display	[20160602,20160603,20160604,20160605]	[1,12,2,5]	20	18
Ed_Appleton	[20160601,20160602,20160603,20160604,20160605]	[3,2,2,9,4]	20	10
Thornapple_Township,_Michigan	[20160601,20160602,20160603,20160604,20160605]	[9,2,3,2,4]	20	-2
The_Applejacks	[20160601,20160602,20160604]	[3,1,16]	20	12
Pineapple_black_rot	[20160601,20160602,20160603,20160604,20160605]	[1,5,5,5,4]	20	8
Don't_Worry_(Appleton_song)	[20160601,20160602,20160603,20160604,20160605]	[2,5,3,8,2]	20	6
Dale_Appleby	[20160601,20160602,20160603,20160604,20160605]	[1,2,5,9,3]	20	14
John_Chapple	[20160601,20160602,20160603,20160604,20160605]	[5,3,6,3,3]	20	4
Fred_Applegate	[20160601,20160602,20160603,20160604,20160605]	[1,4,3,8,4]	20	10
Fred_Appleby	[20160601,20160602,20160603,20160604,20160605]	[2,1,3,10,4]	20	14
Grapple_on_the_Gridiron	[20160601,20160602,20160604,20160605]	[1,4,8,6]	19	9
Jim_Apple	[20160601,20160602,20160603,20160604,20160605]	[2,4,3,3,7]	19	7
Pineapple_Thief	[20160601,20160602,20160603,20160604]	[6,8,3,2]	19	-9
Apple_Hill	[20160601,20160602,20160603,20160604,20160605]	[3,3,8,1,4]	19	7
Apple_Valley_(MVTA_station)	[20160601,20160602,20160603,20160604,20160605]	[1,2,9,3,4]	19	13
Appletree_Cove	[20160601,20160602,20160603,20160604,20160605]	[2,4,7,5,1]	19	7
Adams_Apples_(film_series)	[20160601,20160602,20160603,20160604,20160605]	[4,4,4,3,4]	19	3
Apple_phone	[20160601,20160602,20160603,20160604,20160605]	[4,6,5,3,1]	19	-1
Nathan_Appleton_Residence	[20160601,20160602,20160603,20160604,20160605]	[4,2,8,2,3]	19	7
Apple_network_server	[20160603,20160604,20160605]	[2,8,9]	19	19
Apple_Support	[20160601,20160602,20160603,20160604,20160605]	[4,3,4,3,5]	19	5
Beinn_Bhàn_(Applecross)	[20160601,20160602,20160603,20160604,20160605]	[3,3,8,3,2]	19	7
Appleby_Hall	[20160602,20160603,20160604,20160605]	[4,9,3,3]	19	11
Apple_RGB	[20160601,20160602,20160603,20160604,20160605]	[3,6,4,2,4]	19	1
Apple_Brown_Betty_(album)	[20160601,20160602,20160603,20160604]	[1,1,10,7]	19	15
Blues_from_the_Apple	[20160601,20160603,20160604,20160605]	[3,12,3,1]	19	13
Surprise_(apple)	[20160601,20160602,20160603,20160604,20160605]	[4,1,7,5,2]	19	9
Zion_Lutheran_Church_(Appleton,_Wisconsin)	[20160601,20160602,20160603,20160604,20160605]	[8,1,6,3,1]	19	1
William_Henry_Appleton	[20160601,20160602,20160603,20160604,20160605]	[5,6,1,3,4]	19	-3
Don't_Sit_Under_the_Apple_Tree_(With_Anyone_Else_but_Me)	[20160601,20160602,20160603,20160604,20160605]	[4,7,1,4,3]	19	-3
Camp_Regis-Applejack	[20160601,20160603,20160604,20160605]	[5,9,1,4]	19	9
Central_of_Georgia_"Big_Apple"	[20160601,20160602,20160603,20160604,20160605]	[1,2,13,1,2]	19	13
Chris_Apple	[20160601,20160602,20160603,20160604,20160605]	[1,3,2,10,3]	19	11
Cherry_Pink_And_Apple_Blossom_White	[20160601,20160602,20160603,20160604,20160605]	[5,2,2,6,4]	19	5
Chapple,_Ontario	[20160601,20160602,20160603,20160604,20160605]	[2,2,9,2,4]	19	11
Emily_Appleton	[20160601,20160602,20160603,20160604,20160605]	[4,4,1,7,3]	19	3
RFA_Appleleaf_(A79)	[20160601,20160602,20160603,20160604,20160605]	[3,4,5,3,4]	19	5
Fuji_apple	[20160601,20160602,20160603,20160604,20160605]	[3,3,3,3,7]	19	7
Frank_Pierpoint_Appleby	[20160601,20160603,20160604,20160605]	[5,3,8,3]	19	9
Charles_Appleton_(academic)	[20160601,20160602,20160603,20160604,20160605]	[1,6,4,7,1]	19	5
World_Apple_and_Pear_Association	[20160601,20160602,20160603,20160604,20160605]	[6,3,4,2,4]	19	1
Titania_(Grapplers)	[20160601,20160602,20160603,20160604,20160605]	[7,3,5,1,3]	19	-1
The_House_of_Apples_and_Eyeballs	[20160601,20160602,20160603,20160604,20160605]	[3,4,5,5,2]	19	5
St_Lawrence's_Church,_Appleby	[20160601,20160602,20160603,20160604,20160605]	[5,5,2,3,4]	19	-1
T._Frank_Appleby	[20160601,20160602,20160603,20160604]	[7,4,4,4]	19	-3
Sappleton	[20160601,20160603,20160605]	[15,3,1]	19	-11
Pat_Apple	[20160601,20160602,20160603,20160604,20160605]	[7,2,3,2,5]	19	1
List_of_products_discontinued_by_Apple_Inc	[20160601,20160602,20160603,20160604,20160605]	[3,4,3,6,3]	19	5
Len_Appleton	[20160601,20160602,20160603,20160604,20160605]	[3,1,2,4,9]	19	11
Apple_a4	[20160601,20160603,20160605]	[2,9,8]	19	15
Apple_iPhone_5S	[20160601,20160602,20160603,20160604,20160605]	[7,2,3,4,3]	19	1
Appleton_railway_station	[20160601,20160602,20160603,20160604,20160605]	[4,1,11,1,2]	19	9
Appleton_A._Mason	[20160601,20160602,20160603,20160604,20160605]	[2,2,8,6,1]	19	11
Apple_MacBook_Air	[20160601,20160602,20160603,20160604,20160605]	[4,2,4,5,4]	19	7
Appleton's_Cyclopedia_of_American_Biography	[20160601,20160602,20160603,20160604,20160605]	[4,2,7,3,3]	19	7
AppleShare_IP_Migration	[20160601,20160602,20160603,20160604,20160605]	[3,1,8,6,1]	19	11
Apple_User_Group_Connection	[20160601,20160602,20160603,20160604,20160605]	[3,2,8,1,5]	19	9
Apple_Graphics_Library	[20160601,20160602,20160603,20160604,20160605]	[2,4,8,2,3]	19	7
Henry_Harbaugh_Apple	[20160601,20160602,20160603,20160604,20160605]	[4,2,1,10,2]	19	7
Tom_Apple	[20160601,20160602,20160603,20160604,20160605]	[7,3,4,3,1]	18	-2
The_World_Of_Morrissey_(Apple_Lossless)	[20160601,20160603]	[8,10]	18	2
The_Applejacks_(Dutch_band)	[20160601,20160602,20160603,20160604]	[3,1,4,10]	18	10
Michael_Scott_(Apple_Computer)	[20160601,20160602,20160603,20160605]	[7,3,4,4]	18	-2
Mark_Holtzapple	[20160601,20160602,20160603,20160605]	[3,4,4,7]	18	4
Swazie_(apple)	[20160601,20160602,20160603,20160604,20160605]	[7,3,3,2,3]	18	-2
Yellow_Submarine_(2009,_The_Beatles_(The_Original_Studio_Recordings),_Apple_Records,_5099969944901,_US)_(album)	[20160601,20160602,20160605]	[12,2,4]	18	-10
Dapple	[20160601,20160602,20160603,20160604,20160605]	[5,5,3,3,2]	18	-2
Don't_Sit_Under_the_Apple_Tree	[20160601,20160602,20160603,20160604,20160605]	[7,3,5,2,1]	18	-2
Big_Apple_Softball_League	[20160602,20160603,20160604,20160605]	[2,14,1,1]	18	14
Apple_Dashboard	[20160601,20160603,20160604,20160605]	[2,2,9,5]	18	14
Apple_Hill_Center_for_Chamber_Music	[20160601,20160602,20160603,20160604,20160605]	[2,3,9,1,3]	18	8
Big_Apple_Oriental_Tours	[20160601,20160602,20160603,20160604,20160605]	[1,4,9,2,2]	18	8
Apple_time_capsule	[20160601,20160602,20160603,20160604,20160605]	[4,3,5,4,2]	18	4
Appledale	[20160601,20160602,20160603,20160604]	[1,4,9,4]	18	8
Apple-Intel_architecture	[20160601,20160602,20160603,20160604,20160605]	[4,4,4,3,3]	18	2
Appleton_P._Clark,_Jr.	[20160601,20160602,20160603,20160604,20160605]	[2,3,8,2,3]	18	8
Apple_of_the_Eye_(Lay_Me_Down)	[20160601,20160602,20160603,20160604,20160605]	[4,3,5,2,4]	18	4
Apple_Newton_Connection_Kit	[20160601,20160602,20160603,20160604,20160605]	[3,1,9,2,3]	18	10
Applebay_Sailplanes	[20160601,20160603,20160604,20160605]	[4,9,2,3]	18	10
Appledore_(North_Devon)_railway_station	[20160601,20160603,20160604,20160605]	[4,4,8,2]	18	10
Joseph_R._Applegate	[20160601,20160602,20160603,20160604,20160605]	[4,1,3,1,9]	18	8
Henry_Appleton_(captain)	[20160601,20160602,20160603,20160604,20160605]	[2,2,5,8,1]	18	10
Gertrude_Appleyard	[20160601,20160602,20160603,20160604,20160605]	[4,3,2,7,2]	18	4
James_Chapple	[20160601,20160602,20160603,20160604,20160605]	[4,3,2,1,8]	18	4
Jem_Chapple	[20160601,20160602,20160603,20160604,20160605]	[3,2,1,5,7]	18	8
Grapple_(construction)	[20160601,20160602,20160603,20160604,20160605]	[3,2,6,3,4]	18	8
Shelley_Appleton	[20160601,20160603,20160604,20160605]	[4,3,9,2]	18	10
Oliver_Cromwell_Applegate	[20160601,20160602,20160603,20160604]	[7,3,2,6]	18	-2
ThedaCare_Regional_Medical_Center-Appleton	[20160601,20160602,20160603,20160604,20160605]	[5,3,3,6,1]	18	2
William_Chapple	[20160601,20160602,20160603,20160604,20160605]	[6,1,8,2,1]	18	4
The_World_Of_Morrissey_(Apple_Lossless)_(album)	[20160601,20160603]	[8,10]	18	2
Yellow_Submarine_(2009,_The_Beatles_(The_Original_Studio_Recordings),_Apple_Records,_5099969944901,_US)	[20160601,20160602,20160605]	[12,2,4]	18	-10
Zapple	[20160601,20160602,20160603,20160604,20160605]	[1,3,2,5,7]	18	10
The_Space_Ship_Under_the_Apple_Tree	[20160601,20160602,20160603,20160604,20160605]	[9,1,3,2,3]	18	-2
Lois_Appleby	[20160601,20160602,20160603,20160604,20160605]	[6,1,5,2,4]	18	4
Apple_music	[20160601,20160603,20160604,20160605]	[8,1,8,1]	18	2
Apple_desktop_bus	[20160601,20160602,20160603,20160604,20160605]	[2,2,5,5,4]	18	10
Apple_HD_SC_Setup	[20160601,20160602,20160603,20160604,20160605]	[4,3,5,2,4]	18	4
Applebay_GA-111_Mescalero	[20160601,20160603,20160604,20160605]	[4,11,2,1]	18	10
Appletise	[20160601,20160602,20160603,20160604,20160605]	[8,3,3,2,2]	18	-4
Apple_Multiple_Scan_15_Display	[20160601,20160603,20160604,20160605]	[1,10,3,4]	18	16
Applew/index.php	[20160601,20160602,20160603,20160605]	[4,3,10,1]	18	4
Apple_Valley_Unified_School_District	[20160601,20160602,20160603,20160604,20160605]	[1,2,9,5,1]	18	12
Bell_Heights,_Appleton,_Wisconsin	[20160601,20160602,20160603,20160604]	[3,2,10,3]	18	8
Grapplers	[20160601,20160602,20160603,20160604,20160605]	[2,1,3,5,7]	18	12
Gethsemane_Episcopal_Church_(Appleton,_Minnesota)	[20160601,20160603,20160604,20160605]	[1,1,13,3]	18	16
